model,case_id,category,variance_wording,variance_seed,variance_interaction,variance_total,wording_disagreement,seed_disagreement,mean_accuracy,empirical_worst_accuracy,crossfit_worst_accuracy,all_wordings_accuracy,semantic_jsd,valid_diversity,valid_diversity_pairs,valid_diversity_wordings,censored_rate,black_rate,uncensored_accuracy
pixart_sigma,main_color_binding_010,color_binding,0.026123046875,0.054443359375,0.143798828125,0.224365234375,0.453125,0.453125,0.09375,0.0,0.125,0.0,0.12099258918367418,,0,0,0.0,0.0,0.09375
pixart_sigma,main_color_binding_011,color_binding,0.034423828125,0.056884765625,0.084716796875,0.176025390625,0.3177083333333333,0.32366071428571425,0.125,0.0,0.125,0.0,0.15225200176065068,0.1827065795660019,3,1,0.0,0.0,0.125
pixart_sigma,main_color_binding_012,color_binding,0.020751953125,0.082275390625,0.090576171875,0.193603515625,0.296875,0.3950892857142857,0.0625,0.0,0.0,0.0,0.13056405404723612,,0,0,0.0,0.0,0.0625
pixart_sigma,main_color_binding_013,color_binding,0.010498046875,0.079833984375,0.116455078125,0.206787109375,0.33854166666666663,0.44866071428571425,0.125,0.0,0.125,0.0,0.11828679969044727,0.16593706607818604,1,1,0.0,0.0,0.125
pixart_sigma,main_color_binding_014,color_binding,0.027099609375,0.035888671875,0.111572265625,0.174560546875,0.36979166666666663,0.3370535714285714,0.3125,0.0,0.0,0.0,0.1126893278547844,0.16252858440081278,14,3,0.0,0.0,0.3125
pixart_sigma,main_color_binding_015,color_binding,0.023193359375,0.035888671875,0.037353515625,0.096435546875,0.16145833333333331,0.16741071428571427,0.0625,0.0,0.125,0.0,0.1161196854942428,,0,0,0.0,0.0,0.0625
pixart_sigma,main_color_binding_016,color_binding,0.013916015625,0.081298828125,0.105224609375,0.200439453125,0.3177083333333333,0.4263392857142857,0.0,0.0,0.0,0.0,0.09121556996815579,,0,0,0.0,0.0,0.0
pixart_sigma,main_color_binding_017,color_binding,0.02001953125,0.05908203125,0.10888671875,0.18798828125,0.34375,0.3839285714285714,0.0,0.0,0.0,0.0,0.10385873272293662,,0,0,0.0,0.0,0.0
pixart_sigma,main_color_binding_018,color_binding,0.033447265625,0.079345703125,0.101318359375,0.214111328125,0.359375,0.41294642857142855,0.3125,0.125,0.375,0.0,0.0912058858522098,0.3803097605705261,12,3,0.0,0.0,0.3125
pixart_sigma,main_color_binding_019,color_binding,0.016357421875,0.029052734375,0.071533203125,0.116943359375,0.234375,0.22991071428571427,0.03125,0.0,0.0,0.0,0.08057419393267379,,0,0,0.0,0.0,0.03125
pixart_sigma,main_color_binding_020,color_binding,0.02001953125,0.05517578125,0.08544921875,0.16064453125,0.28125,0.3214285714285714,0.25,0.125,0.375,0.0,0.07665812854511823,0.4226011633872986,5,3,0.0,0.0,0.25
pixart_sigma,main_color_binding_021,color_binding,0.0087890625,0.0673828125,0.1162109375,0.1923828125,0.3333333333333333,0.4196428571428571,0.1875,0.125,0.125,0.0,0.07457728232772125,0.3938053250312805,2,2,0.0,0.0,0.1875
pixart_sigma,main_color_binding_022,color_binding,0.012451171875,0.042724609375,0.071533203125,0.126708984375,0.22395833333333331,0.26116071428571425,0.03125,0.0,0.0,0.0,0.06425649546129554,,0,0,0.0,0.0,0.03125
pixart_sigma,main_color_binding_023,color_binding,0.046142578125,0.045166015625,0.108154296875,0.199462890625,0.4114583333333333,0.35044642857142855,0.0625,0.0,0.0,0.0,0.15494464553584333,,0,0,0.0,0.0,0.0625
pixart_sigma,main_count_000,count,0.0029296875,0.0068359375,0.0205078125,0.0302734375,0.0625,0.0625,0.96875,0.875,1.0,0.875,0.011737704688153041,0.26397812366485596,105,4,0.0,0.0,0.96875
pixart_sigma,main_count_001,count,0.01171875,0.10546875,0.03515625,0.15234375,0.125,0.3214285714285714,0.8125,0.75,0.75,0.75,0.03452405887422623,0.24849982932209969,73,4,0.0,0.0,0.8125
pixart_sigma,main_count_002,count,0.0029296875,0.0615234375,0.0673828125,0.1318359375,0.1875,0.29464285714285715,0.84375,0.75,1.0,0.625,0.0064953531798519785,0.3055574595928192,78,4,0.0,0.0,0.84375
pixart_sigma,main_count_003,count,0.0029296875,0.1005859375,0.0673828125,0.1708984375,0.1875,0.3839285714285714,0.21875,0.125,0.375,0.125,0.0064953531798519785,0.35782182216644287,3,3,0.0,0.0,0.21875
pixart_sigma,main_count_004,count,0.0029296875,0.1083984375,0.0205078125,0.1318359375,0.0625,0.29464285714285715,0.15625,0.125,0.125,0.125,0.0064953531798519785,0.07787829637527466,1,1,0.0,0.0,0.15625
pixart_sigma,main_count_005,count,0.0185546875,0.1396484375,0.0830078125,0.2412109375,0.2708333333333333,0.5089285714285714,0.59375,0.375,0.625,0.25,0.029130713857363582,0.09017707780003548,38,4,0.0,0.0,0.59375
pixart_sigma,main_count_006,count,0.00390625,0.02734375,0.02734375,0.05859375,0.08333333333333333,0.125,0.0625,0.0,0.125,0.0,0.015650272917537386,,0,0,0.0,0.0,0.0625
pixart_sigma,main_count_007,count,0.0029296875,0.0068359375,0.0205078125,0.0302734375,0.0625,0.0625,0.03125,0.0,0.125,0.0,0.011737704688153041,,0,0,0.0,0.0,0.03125
pixart_sigma,main_count_008,count,0.00390625,0.04296875,0.10546875,0.15234375,0.29166666666666663,0.33928571428571425,0.1875,0.125,0.25,0.0,0.008660470906469304,0.3147174119949341,2,2,0.0,0.0,0.1875
pixart_sigma,main_count_009,count,0.0078125,0.140625,0.0390625,0.1875,0.125,0.4107142857142857,0.25,0.125,0.25,0.125,0.015240620465310968,0.29336901009082794,5,3,0.0,0.0,0.25
pixart_sigma,main_count_010,count,0.01953125,0.04296875,0.08984375,0.15234375,0.29166666666666663,0.30357142857142855,0.1875,0.0,0.125,0.0,0.048052681793438,0.1585163250565529,4,2,0.0,0.0,0.1875
pixart_sigma,main_count_011,count,0.0234375,0.0625,0.1015625,0.1875,0.3333333333333333,0.375,0.75,0.5,0.75,0.375,0.04173780577725373,0.2702586203813553,63,4,0.0,0.0,0.75
pixart_sigma,main_count_012,count,0.0341796875,0.1005859375,0.0673828125,0.2021484375,0.2708333333333333,0.3839285714285714,0.71875,0.5,0.625,0.5,0.07517361776589077,0.23661939054727554,59,4,0.0,0.0,0.71875
pixart_sigma,main_count_013,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0
pixart_sigma,main_count_014,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0
pixart_sigma,main_count_015,count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,0.0,0.0
pixart_sigma,main_count_016,count,0.0185546875,0.0537109375,0.0986328125,0.1708984375,0.3125,0.3482142857142857,0.21875,0.0,0.0,0.0,0.04759956161291987,0.37301971515019733,5,3,0.0,0.0,0.21875
pixart_sigma,main_count_017,count,0.0263671875,0.1162109375,0.1064453125,0.2490234375,0.35416666666666663,0.5089285714285714,0.46875,0.25,0.375,0.25,0.0412607514879857,0.3787999153137207,24,4,0.0,0.0,0.46875
pixart_sigma,main_count_018,count,0.0107421875,0.1083984375,0.1220703125,0.2412109375,0.35416666666666663,0.5267857142857143,0.59375,0.5,0.5,0.25,0.017313261360138412,0.42079097032546997,37,4,0.0,0.0,0.59375
pixart_sigma,main_count_019,count,0.01953125,0.04296875,0.08984375,0.15234375,0.29166666666666663,0.30357142857142855,0.1875,0.0,0.125,0.0,0.048052681793438,0.374335914850235,4,2,0.0,0.0,0.1875
pixart_sigma,main_count_020,count,0.0107421875,0.0615234375,0.0595703125,0.1318359375,0.1875,0.27678571428571425,0.15625,0.0,0.25,0.0,0.03125884293210315,0.26213693618774414,2,2,0.0,0.0,0.15625
pixart_sigma,main_count_021,count,0.0107421875,0.0302734375,0.0439453125,0.0849609375,0.14583333333333331,0.16964285714285712,0.09375,0.0,0.125,0.0,0.033006293434870174,0.099628746509552,1,1,0.0,0.0,0.09375
pixart_sigma,main_count_022,count,0.0078125,0.03125,0.0703125,0.109375,0.20833333333333331,0.23214285714285712,0.125,0.0,0.0,0.0,0.023663391536745418,0.15461790561676025,1,1,0.0,0.0,0.125
pixart_sigma,main_count_023,count,0.03515625,0.05859375,0.15234375,0.24609375,0.5,0.4821428571428571,0.5625,0.375,0.5,0.125,0.05522272540624556,0.13824620842933655,36,4,0.0,0.0,0.5625
pixart_sigma,main_existence_000,existence,0.03662109375,0.00732421875,0.02197265625,0.06591796875,0.15625,0.06696428571428571,0.84375,0.375,0.375,0.375,0.1266681316838456,0.23978085443377495,87,4,0.0,0.0,0.84375
pixart_sigma,main_existence_001,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4190536290407181,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_002,existence,0.00146484375,0.00341796875,0.01025390625,0.01513671875,0.03125,0.03125,0.96875,0.875,1.0,0.875,0.010563934219337661,0.1013775821775198,105,4,0.0,0.0,0.96875
pixart_sigma,main_existence_003,existence,0.00146484375,0.00341796875,0.01025390625,0.01513671875,0.03125,0.03125,0.96875,0.875,1.0,0.875,0.010563934219337661,0.23070936650037766,105,4,0.0,0.0,0.96875
pixart_sigma,main_existence_004,existence,0.001953125,0.005859375,0.021484375,0.029296875,0.0625,0.0625,0.9375,0.875,1.0,0.75,0.014085245625783548,0.348795048892498,98,4,0.0,0.0,0.9375
pixart_sigma,main_existence_005,existence,0.00146484375,0.00341796875,0.01025390625,0.01513671875,0.03125,0.03125,0.96875,0.875,1.0,0.875,0.010563934219337661,0.26232827827334404,105,4,0.0,0.0,0.96875
pixart_sigma,main_existence_006,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2868467792868614,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_007,existence,0.00146484375,0.00341796875,0.01025390625,0.01513671875,0.03125,0.03125,0.96875,0.875,1.0,0.875,0.010563934219337661,0.40103042870759964,105,4,0.0,0.0,0.96875
pixart_sigma,main_existence_008,existence,0.00390625,0.0078125,0.04296875,0.0546875,0.125,0.11607142857142856,0.875,0.75,1.0,0.5,0.021297052383070836,0.5182740762829781,85,4,0.0,0.0,0.875
pixart_sigma,main_existence_009,existence,0.01318359375,0.00732421875,0.02197265625,0.04248046875,0.09375,0.06696428571428571,0.90625,0.625,0.625,0.625,0.05732703428820445,0.28986166790127754,94,4,0.0,0.0,0.90625
pixart_sigma,main_existence_010,existence,0.00146484375,0.00341796875,0.01025390625,0.01513671875,0.03125,0.03125,0.96875,0.875,1.0,0.875,0.010563934219337661,0.19516021758317947,105,4,0.0,0.0,0.96875
pixart_sigma,main_existence_011,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2509980536997318,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_012,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2601233050227165,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_013,existence,0.00146484375,0.00341796875,0.01025390625,0.01513671875,0.03125,0.03125,0.96875,0.875,1.0,0.875,0.010563934219337661,0.3933214396238327,105,4,0.0,0.0,0.96875
pixart_sigma,main_existence_014,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.23609456047415733,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_015,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.16101376339793205,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_016,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.24145646765828133,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_017,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2114574946463108,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_018,existence,0.01318359375,0.01904296875,0.03759765625,0.06982421875,0.13541666666666666,0.1294642857142857,0.84375,0.625,0.875,0.5,0.05946240967365162,0.39960797131061554,80,4,0.0,0.0,0.84375
pixart_sigma,main_existence_019,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2149091698229313,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_020,existence,0.00146484375,0.00341796875,0.01025390625,0.01513671875,0.03125,0.03125,0.96875,0.875,1.0,0.875,0.010563934219337661,0.4498791918158531,105,4,0.0,0.0,0.96875
pixart_sigma,main_existence_021,existence,0.00146484375,0.00341796875,0.01025390625,0.01513671875,0.03125,0.03125,0.96875,0.875,1.0,0.875,0.010563934219337661,0.21700560301542282,105,4,0.0,0.0,0.96875
pixart_sigma,main_existence_022,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.28634899109601974,112,4,0.0,0.0,1.0
pixart_sigma,main_existence_023,existence,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.36374203860759735,112,4,0.0,0.0,1.0
pixart_sigma,main_spatial_000,spatial,0.0048828125,0.0556640625,0.0498046875,0.1103515625,0.14583333333333331,0.24107142857142855,0.71875,0.625,0.75,0.5,0.05547756338856668,0.23347780480980873,56,4,0.0,0.0,0.71875
pixart_sigma,main_spatial_001,spatial,0.015950520833333332,0.035481770833333336,0.054361979166666664,0.10579427083333333,0.1875,0.20535714285714285,0.625,0.375,0.375,0.375,0.063238117395945,0.4840100407600403,43,4,0.0,0.0,0.625
pixart_sigma,main_spatial_002,spatial,0.023763020833333332,0.07454427083333333,0.11946614583333333,0.2177734375,0.3819444444444444,0.44345238095238093,0.28125,0.125,0.375,0.0,0.16267465483690915,0.1281136025985082,8,3,0.0,0.0,0.28125
pixart_sigma,main_spatial_003,spatial,0.0126953125,0.0634765625,0.07845052083333333,0.15462239583333334,0.24305555555555552,0.32440476190476186,0.03125,0.0,0.0,0.0,0.06285799540801336,,0,0,0.0,0.0,0.03125
pixart_sigma,main_spatial_004,spatial,0.043619791666666664,0.046223958333333336,0.08138020833333333,0.17122395833333334,0.3333333333333333,0.29166666666666663,0.46875,0.25,0.375,0.125,0.1622266474948322,0.27424313873052597,25,4,0.0,0.0,0.46875
pixart_sigma,main_spatial_005,spatial,0.019205729166666668,0.054361979166666664,0.07194010416666667,0.1455078125,0.24305555555555558,0.2886904761904762,0.34375,0.125,0.25,0.0,0.08356351380975653,0.2604773938655853,13,3,0.0,0.0,0.34375
pixart_sigma,main_spatial_006,spatial,0.012369791666666666,0.095703125,0.10221354166666667,0.21028645833333334,0.3055555555555556,0.4523809523809524,0.03125,0.0,0.0,0.0,0.08897241076423824,,0,0,0.0,0.0,0.03125
pixart_sigma,main_spatial_007,spatial,0.009765625,0.056640625,0.06315104166666667,0.12955729166666666,0.19444444444444445,0.2738095238095238,0.0,0.0,0.0,0.0,0.08614449719102946,,0,0,0.0,0.0,0.0
pixart_sigma,main_spatial_008,spatial,0.0244140625,0.0986328125,0.1240234375,0.2470703125,0.3958333333333333,0.5089285714285714,0.3125,0.125,0.125,0.125,0.14856754400251296,0.5119009216626486,10,3,0.0,0.0,0.3125
pixart_sigma,main_spatial_009,spatial,0.0244140625,0.08040364583333333,0.07194010416666667,0.1767578125,0.2569444444444444,0.3482142857142857,0.09375,0.0,0.25,0.0,0.08888982211605102,,0,0,0.0,0.0,0.09375
pixart_sigma,main_spatial_010,spatial,0.038411458333333336,0.087890625,0.09700520833333333,0.22330729166666666,0.36111111111111105,0.42261904761904756,0.40625,0.125,0.375,0.125,0.11961835243155645,0.17460722724596658,19,3,0.0,0.0,0.40625
pixart_sigma,main_spatial_011,spatial,0.016276041666666668,0.042317708333333336,0.07747395833333333,0.13606770833333334,0.25,0.2738095238095238,0.59375,0.375,0.875,0.125,0.0568590624998806,0.3236815854907036,38,4,0.0,0.0,0.59375
pixart_sigma,main_spatial_012,spatial,0.034505208333333336,0.060546875,0.064453125,0.15950520833333334,0.2638888888888889,0.2857142857142857,0.3125,0.125,0.125,0.125,0.13107810139586154,0.3349805474281311,13,2,0.0,0.0,0.3125
pixart_sigma,main_spatial_013,spatial,0.0035807291666666665,0.033528645833333336,0.0458984375,0.0830078125,0.13194444444444442,0.18154761904761907,0.53125,0.375,0.375,0.125,0.01236906283573308,0.4381033480167389,29,4,0.0,0.0,0.53125
pixart_sigma,main_spatial_014,spatial,0.0032552083333333335,0.008463541666666666,0.027994791666666668,0.039713541666666664,0.08333333333333333,0.08333333333333333,0.9375,0.875,1.0,0.75,0.0169799790087326,0.18874849006533623,98,4,0.0,0.0,0.9375
pixart_sigma,main_spatial_015,spatial,0.031901041666666664,0.06575520833333333,0.09309895833333333,0.19075520833333334,0.3333333333333333,0.363095238095238,0.25,0.0,0.0,0.0,0.1412141166228971,0.10933155069748561,8,3,0.0,0.0,0.25
pixart_sigma,main_spatial_016,spatial,0.007486979166666667,0.09212239583333333,0.0888671875,0.1884765625,0.2569444444444444,0.4136904761904761,0.4375,0.375,0.625,0.125,0.03298726081856681,0.19980857521295547,18,4,0.0,0.0,0.4375
pixart_sigma,main_spatial_017,spatial,0.007486979166666667,0.029622395833333332,0.047200520833333336,0.08430989583333333,0.14583333333333331,0.1755952380952381,0.0625,0.0,0.0,0.0,0.05702273019271492,0.1797621250152588,1,1,0.0,0.0,0.0625
pixart_sigma,main_spatial_018,spatial,0.025716145833333332,0.07649739583333333,0.07584635416666667,0.17805989583333334,0.2708333333333333,0.3482142857142857,0.4375,0.375,0.5,0.25,0.09679411600653647,0.40728867799043655,18,4,0.0,0.0,0.4375
pixart_sigma,main_spatial_019,spatial,0.011067708333333334,0.016276041666666668,0.046223958333333336,0.07356770833333333,0.1527777777777778,0.14285714285714285,0.0,0.0,0.0,0.0,0.0525618253987469,,0,0,0.0,0.0,0.0
pixart_sigma,main_spatial_020,spatial,0.010091145833333334,0.037434895833333336,0.0810546875,0.12858072916666666,0.24305555555555552,0.2708333333333333,0.5,0.25,0.625,0.125,0.05240107627350643,0.5006824508309364,27,4,0.0,0.0,0.5
pixart_sigma,main_spatial_021,spatial,0.055013020833333336,0.0302734375,0.0986328125,0.18391927083333334,0.4097222222222222,0.29464285714285715,0.03125,0.0,0.0,0.0,0.2358390577451607,,0,0,0.0,0.0,0.03125
pixart_sigma,main_spatial_022,spatial,0.021484375,0.026692708333333332,0.056640625,0.10481770833333333,0.20833333333333331,0.19047619047619047,0.65625,0.25,0.25,0.25,0.12325597015369509,0.47283653914928436,56,4,0.0,0.0,0.65625
pixart_sigma,main_spatial_023,spatial,0.015299479166666666,0.0712890625,0.0966796875,0.18326822916666666,0.2986111111111111,0.3839285714285714,0.4375,0.25,0.375,0.125,0.06484465758588502,0.4429124593734741,20,4,0.0,0.0,0.4375
sd15,main_color_binding_000,color_binding,0.00439453125,0.03759765625,0.05810546875,0.10009765625,0.16666666666666666,0.21875,0.0,0.0,0.0,0.0,0.043977839492191924,,0,0,0.0,0.0,0.0
sd15,main_color_binding_001,color_binding,0.07177734375,0.05810546875,0.09228515625,0.22216796875,0.4375,0.34375,0.09375,0.0,0.0,0.0,0.22241259748208073,0.78729248046875,1,1,0.03125,0.03125,0.0967741935483871
sd15,main_color_binding_002,color_binding,0.018310546875,0.031005859375,0.073486328125,0.122802734375,0.24479166666666666,0.2388392857142857,0.0,0.0,0.0,0.0,0.09685704313934103,,0,0,0.0,0.0,0.0
sd15,main_color_binding_003,color_binding,0.028076171875,0.062255859375,0.122314453125,0.212646484375,0.40104166666666663,0.421875,0.03125,0.0,0.0,0.0,0.12847123748927494,,0,0,0.0625,0.0625,0.03333333333333333
sd15,main_color_binding_004,color_binding,0.1025390625,0.0302734375,0.0849609375,0.2177734375,0.5,0.26339285714285715,0.0,0.0,0.0,0.0,0.22476640557183503,,0,0,0.0,0.0,0.0
sd15,main_color_binding_005,color_binding,0.03369140625,0.02783203125,0.07958984375,0.14111328125,0.3020833333333333,0.24553571428571427,0.03125,0.0,0.0,0.0,0.13693102537344579,,0,0,0.0,0.0,0.03125
sd15,main_color_binding_006,color_binding,0.02587890625,0.05908203125,0.06396484375,0.14892578125,0.23958333333333331,0.28125,0.0,0.0,0.0,0.0,0.10414293299418587,,0,0,0.0,0.0,0.0
sd15,main_color_binding_007,color_binding,0.05029296875,0.03271484375,0.06298828125,0.14599609375,0.3020833333333333,0.21875,0.0,0.0,0.0,0.0,0.13819088269808721,,0,0,0.0,0.0,0.0
sd15,main_color_binding_008,color_binding,0.0400390625,0.0654296875,0.1279296875,0.2333984375,0.44791666666666663,0.4419642857142857,0.03125,0.0,0.0,0.0,0.17477168996902784,,0,0,0.0,0.0,0.03125
sd15,main_color_binding_009,color_binding,0.031494140625,0.065673828125,0.099365234375,0.196533203125,0.3489583333333333,0.37723214285714285,0.0,0.0,0.0,0.0,0.1102134757211038,,0,0,0.0,0.0,0.0
sd15,main_color_binding_010,color_binding,0.02099609375,0.07958984375,0.10400390625,0.20458984375,0.3333333333333333,0.4196428571428571,0.0,0.0,0.0,0.0,0.08191229432893828,,0,0,0.0,0.0,0.0
sd15,main_color_binding_011,color_binding,0.054443359375,0.051513671875,0.095947265625,0.201904296875,0.40104166666666663,0.3370535714285714,0.0625,0.0,0.125,0.0,0.21583020039958015,,0,0,0.0,0.0,0.0625
sd15,main_color_binding_012,color_binding,0.03515625,0.064453125,0.109375,0.208984375,0.38541666666666663,0.39732142857142855,0.0,0.0,0.0,0.0,0.138275791008038,,0,0,0.0,0.0,0.0
sd15,main_color_binding_013,color_binding,0.04736328125,0.06884765625,0.08544921875,0.20166015625,0.35416666666666663,0.3526785714285714,0.03125,0.0,0.0,0.0,0.14114467313981746,,0,0,0.0625,0.0625,0.03333333333333333
sd15,main_color_binding_014,color_binding,0.07080078125,0.05712890625,0.08935546875,0.21728515625,0.4270833333333333,0.33482142857142855,0.03125,0.0,0.0,0.0,0.18652486623561468,,0,0,0.0,0.0,0.03125
sd15,main_color_binding_015,color_binding,0.025146484375,0.047607421875,0.058837890625,0.131591796875,0.22395833333333331,0.24330357142857142,0.0,0.0,0.0,0.0,0.11576534989878684,,0,0,0.03125,0.03125,0.0
sd15,main_color_binding_016,color_binding,0.014892578125,0.045166015625,0.069091796875,0.129150390625,0.22395833333333331,0.26116071428571425,0.0,0.0,0.0,0.0,0.07693520246400919,,0,0,0.0,0.0,0.0
sd15,main_color_binding_017,color_binding,0.0380859375,0.0556640625,0.1259765625,0.2197265625,0.4375,0.4151785714285714,0.0,0.0,0.0,0.0,0.1284172525195312,,0,0,0.03125,0.03125,0.0
sd15,main_color_binding_018,color_binding,0.033447265625,0.055908203125,0.113037109375,0.202392578125,0.390625,0.38616071428571425,0.0,0.0,0.0,0.0,0.15702949755258283,,0,0,0.0,0.0,0.0
sd15,main_color_binding_019,color_binding,0.02099609375,0.04443359375,0.09228515625,0.15771484375,0.3020833333333333,0.3125,0.0,0.0,0.0,0.0,0.0825998410137635,,0,0,0.0,0.0,0.0
sd15,main_color_binding_020,color_binding,0.04248046875,0.04833984375,0.10205078125,0.19287109375,0.38541666666666663,0.34375,0.0,0.0,0.0,0.0,0.15938166457848987,,0,0,0.0,0.0,0.0
sd15,main_color_binding_021,color_binding,0.04541015625,0.05712890625,0.07958984375,0.18212890625,0.3333333333333333,0.3125,0.03125,0.0,0.0,0.0,0.1194147844716855,,0,0,0.0,0.0,0.03125
sd15,main_color_binding_022,color_binding,0.018310546875,0.056396484375,0.108642578125,0.183349609375,0.33854166666666663,0.37723214285714285,0.0,0.0,0.0,0.0,0.10781019707914864,,0,0,0.0,0.0,0.0
sd15,main_color_binding_023,color_binding,0.024169921875,0.054443359375,0.110595703125,0.189208984375,0.359375,0.37723214285714285,0.0625,0.0,0.25,0.0,0.1201291504750091,,0,0,0.0,0.0,0.0625
sd15,main_count_000,count,0.046875,0.09375,0.09375,0.234375,0.375,0.42857142857142855,0.625,0.5,0.625,0.25,0.09881673203715796,0.4335920959711075,46,4,0.0,0.0,0.625
sd15,main_count_001,count,0.0078125,0.03125,0.2109375,0.25,0.5833333333333333,0.5535714285714285,0.5,0.375,0.5,0.0,0.01201132415470027,0.4157853499054909,25,4,0.0,0.0,0.5
sd15,main_count_002,count,0.0078125,0.078125,0.1484375,0.234375,0.41666666666666663,0.5178571428571428,0.625,0.5,0.75,0.125,0.012676209167162713,0.5525339096784592,41,4,0.0,0.0,0.625
sd15,main_count_003,count,0.0107421875,0.0380859375,0.1220703125,0.1708984375,0.35416666666666663,0.36607142857142855,0.21875,0.125,0.125,0.0,0.02112407431456949,0.457422137260437,4,2,0.0,0.0,0.21875
sd15,main_count_004,count,0.0078125,0.046875,0.1328125,0.1875,0.375,0.4107142857142857,0.25,0.125,0.375,0.0,0.015240620465310967,0.23127775390942892,5,3,0.0,0.0,0.25
sd15,main_count_005,count,0.01953125,0.12109375,0.10546875,0.24609375,0.3333333333333333,0.5178571428571428,0.4375,0.25,0.25,0.125,0.030793119329746665,0.33738475292921066,20,4,0.0,0.0,0.4375
