"audit_id","human_atom_state","notes"
"item_00704","11",
"item_00705","0",
"item_00706","1010",
"item_00707","1",
"item_00708","0",
"item_00709","1",
"item_00710","100",
"item_00711","111",
"item_00712","0",
"item_00713","110",
"item_00714","0",
"item_00715","1",
"item_00716","111",
"item_00717","111",
"item_00718","11",
"item_00719","1",
"item_00720","10",
"item_00721","0",
"item_00722","0",
"item_00723","1010",
"item_00724","00",
"item_00725","0",
"item_00726","1",
"item_00727","11",
"item_00728","0",
"item_00729","1",
"item_00730","100",
"item_00731","11",
"item_00732","1010",
"item_00733","0000",
"item_00734","11",
"item_00735","010",
"item_00736","0",
"item_00737","0",
"item_00738","11",
"item_00739","10",
"item_00740","11",
"item_00741","1",
"item_00742","0",
"item_00743","1010",
"item_00744","1",
"item_00745","111",
"item_00746","010",
"item_00747","111",
"item_00748","11",
"item_00749","1",
"item_00750","11",
"item_00751","111",
"item_00752","11",
"item_00753","111",
"item_00754","111",
"item_00755","11",
"item_00756","0101",
"item_00757","0000",
"item_00758","1111",
"item_00759","11",
"item_00760","000",
"item_00761","100",
"item_00762","0000",
"item_00763","11",
"item_00764","0",
"item_00765","000",
"item_00766","111",
"item_00767","1",
"item_00768","1",
"item_00769","0000",
"item_00770","000",
"item_00771","1010",
"item_00772","11",
"item_00773","11",
"item_00774","1111",
"item_00775","1111",
"item_00776","1",
"item_00777","111",
"item_00778","01",
"item_00779","0",
"item_00780","0000",
"item_00781","1",
"item_00782","0",
"item_00783","01",
"item_00784","0000",
"item_00785","11",
"item_00786","11",
"item_00787","00",
"item_00788","0000",
"item_00789","0",
"item_00790","1111",
"item_00791","1111",
"item_00792","010",
"item_00793","111",
"item_00794","1111",
"item_00795","0",
"item_00796","0",
"item_00797","000",
"item_00798","111",
"item_00799","111",
"item_00800","110",
"item_00801","1111",
"item_00802","110",
"item_00803","1100",
"item_00804","11",
"item_00805","11",
"item_00806","111",
"item_00807","1",
"item_00808","1010",
"item_00809","0",
"item_00810","10",
"item_00811","0",
"item_00812","000",
"item_00813","1111",
"item_00814","111",
"item_00815","111",
"item_00816","0",
"item_00817","111",
"item_00818","111",
"item_00819","0",
"item_00820","0000",
"item_00821","1111",
"item_00822","111",
"item_00823","11",
"item_00824","0000",
"item_00825","11",
"item_00826","0",
"item_00827","1",
"item_00828","0000",
"item_00829","0",
"item_00830","0000",
"item_00831","0",
"item_00832","1010",
"item_00833","0",
"item_00834","11",
"item_00835","111",
"item_00836","11",
"item_00837","0",
"item_00838","0",
"item_00839","111",
"item_00840","0000",
"item_00841","11",
"item_00842","111",
"item_00843","100",
"item_00844","1010",
"item_00845","010",
"item_00846","100",
"item_00847","111",
"item_00848","0",
"item_00849","0",
"item_00850","0000",
"item_00851","1101",
"item_00852","100",
"item_00853","000",
"item_00854","111",
"item_00855","1",
"item_00856","11",
"item_00857","111",
"item_00858","1100",
"item_00859","0",
"item_00860","0000",
"item_00861","11",
"item_00862","0000",
"item_00863","0",
"item_00864","0",
"item_00865","1",
"item_00866","000",
"item_00867","1111",
"item_00868","00",
"item_00869","111",
"item_00870","1111",
"item_00871","111",
"item_00872","000",
"item_00873","11",
"item_00874","111",
"item_00875","000",
"item_00876","11",
"item_00877","1010",
"item_00878","1111",
"item_00879","0",
"item_00880","1",
"item_00881","111",
"item_00882","11",
"item_00883","0",
"item_00884","0000",
"item_00885","0000",
"item_00886","0000",
"item_00887","11",
"item_00888","0",
"item_00889","11",
"item_00890","0",
"item_00891","110",
"item_00892","11",
"item_00893","0000",
"item_00894","1111",
"item_00895","111",
"item_00896","111",
"item_00897","111",
"item_00898","0",
"item_00899","0000",
"item_00900","1010",
"item_00901","0",
"item_00902","111",
"item_00903","11",
"item_00904","11",
"item_00905","0",
"item_00906","11",
"item_00907","11",
"item_00908","00",
"item_00909","0",
"item_00910","1000",
"item_00911","11",
"item_00912","110",
"item_00913","0",
"item_00914","111",
"item_00915","11",
"item_00916","11",
"item_00917","01",
"item_00918","000",
"item_00919","11",
"item_00920","0000",
"item_00921","11",
"item_00922","11",
"item_00923","1111",
"item_00924","0",
"item_00925","0",
"item_00926","100",
"item_00927","10",
"item_00928","1010",
"item_00929","000",
"item_00930","0000",
"item_00931","0",
"item_00932","111",
"item_00933","010",
"item_00934","0000",
"item_00935","110",
"item_00936","10",
"item_00937","100",
"item_00938","11",
"item_00939","0100",
"item_00940","11",
"item_00941","1111",
"item_00942","1111",
"item_00943","0",
"item_00944","100",
"item_00945","1111",
"item_00946","11",
"item_00947","110",
"item_00948","0",
"item_00949","0000",
"item_00950","000",
"item_00951","0",
"item_00952","1000",
"item_00953","0",
"item_00954","0000",
"item_00955","0000",
"item_00956","0",
"item_00957","1",
"item_00958","0",
"item_00959","11",
"item_00960","0",
"item_00961","1111",
"item_00962","11",
"item_00963","11",
"item_00964","1010",
"item_00965","1111",
"item_00966","010",
"item_00967","11",
"item_00968","00",
"item_00969","010",
"item_00970","0",
"item_00971","0000",
"item_00972","11",
"item_00973","11",
"item_00974","0000",
"item_00975","110",
"item_00976","0",
"item_00977","11",
"item_00978","0",
"item_00979","0",
"item_00980","10",
"item_00981","0",
"item_00982","11",
"item_00983","1",
"item_00984","11",
"item_00985","11",
"item_00986","0",
"item_00987","1010",
"item_00988","1111",
"item_00989","010",
"item_00990","11",
"item_00991","10",
"item_00992","010",
"item_00993","1",
"item_00994","11",
"item_00995","1",
"item_00996","11",
"item_00997","11",
"item_00998","111",
"item_00999","1000",
"item_01000","1010",
"item_01001","1010",
"item_01002","110",
"item_01003","111",
"item_01004","0",
"item_01005","010",
"item_01006","1",
"item_01007","001",
"item_01008","0",
"item_01009","111",
"item_01010","111",
"item_01011","11",
"item_01012","0000",
"item_01013","11",
"item_01014","1",
"item_01015","11",
"item_01016","110",
"item_01017","0",
"item_01018","11",
"item_01019","01",
"item_01020","11",
"item_01021","100",
"item_01022","000",
"item_01023","1001",
"item_01024","01",
"item_01025","000",
"item_01026","1011",
"item_01027","1111",
"item_01028","1011",
"item_01029","11",
"item_01030","0010",
"item_01031","11",
"item_01032","100",
"item_01033","0",
"item_01034","1",
"item_01035","0",
"item_01036","100",
"item_01037","1111",
"item_01038","110",
"item_01039","000",
"item_01040","1011",
"item_01041","111",
"item_01042","11",
"item_01043","11",
"item_01044","11",
"item_01045","11",
"item_01046","010",
"item_01047","11",
"item_01048","0",
"item_01049","000",
"item_01050","11",
"item_01051","1",
"item_01052","100",
"item_01053","11",
"item_01054","11",
"item_01055","110",
"item_01056","0",
"item_01057","010",
"item_01058","0",
"item_01059","0",
"item_01060","0000",
"item_01061","00",
"item_01062","11",
"item_01063","1111",
"item_01064","000",
"item_01065","111",
"item_01066","0",
"item_01067","010",
"item_01068","110",
"item_01069","0000",
"item_01070","1010",
"item_01071","111",
"item_01072","0",
"item_01073","100",
"item_01074","011",
"item_01075","0111",
"item_01076","1010",
"item_01077","111",
"item_01078","0",
"item_01079","0011",
"item_01080","11",
"item_01081","0",
"item_01082","1101",
"item_01083","0",
"item_01084","0",
"item_01085","0",
"item_01086","0",
"item_01087","111",
"item_01088","0",
"item_01089","101",
"item_01090","11",
"item_01091","11",
"item_01092","11",
"item_01093","01",
"item_01094","0000",
"item_01095","0",
"item_01096","110",
"item_01097","1",
"item_01098","1101",
"item_01099","0000",
"item_01100","0000",
"item_01101","1010",
"item_01102","0010",
"item_01103","011",
"item_01104","0",
"item_01105","010",
"item_01106","111",
"item_01107","11",
"item_01108","1110",
"item_01109","1111",
"item_01110","111",
"item_01111","11",
"item_01112","000",
"item_01113","0010",
"item_01114","11",
"item_01115","100",
"item_01116","0",
"item_01117","0000",
"item_01118","0000",
"item_01119","1111",
"item_01120","11",
"item_01121","0",
"item_01122","000",
"item_01123","1010",
"item_01124","0",
"item_01125","0000",
"item_01126","111",
"item_01127","010",
"item_01128","00",
"item_01129","101",
"item_01130","1",
"item_01131","0",
"item_01132","11",
"item_01133","0010",
"item_01134","0111",
"item_01135","11",
"item_01136","0",
"item_01137","0",
"item_01138","11",
"item_01139","0010",
"item_01140","0",
"item_01141","111",
"item_01142","11",
"item_01143","1000",
"item_01144","0110",
"item_01145","01",
"item_01146","11",
"item_01147","1101",
"item_01148","0000",
"item_01149","110",
"item_01150","11",
"item_01151","1010",
"item_01152","10",
"item_01153","000",
"item_01154","01",
"item_01155","111",
"item_01156","101",
"item_01157","1",
"item_01158","11",
"item_01159","1",
"item_01160","0",
"item_01161","11",
"item_01162","1010",
"item_01163","01",
"item_01164","0",
"item_01165","1101",
"item_01166","1111",
"item_01167","111",
"item_01168","1110",
"item_01169","111",
"item_01170","0",
"item_01171","11",
"item_01172","11",
"item_01173","11",
"item_01174","1001",
"item_01175","11",
"item_01176","0011",
"item_01177","0010",
"item_01178","11",
"item_01179","1011",
"item_01180","011",
"item_01181","1",
"item_01182","0000",
"item_01183","01",
"item_01184","0",
"item_01185","1110",
"item_01186","11",
"item_01187","000",
"item_01188","1",
"item_01189","0000",
"item_01190","101",
"item_01191","110",
"item_01192","11",
"item_01193","0010",
"item_01194","0",
"item_01195","0",
"item_01196","0",
"item_01197","000",
"item_01198","0",
"item_01199","1",
"item_01200","01",
"item_01201","0",
"item_01202","11",
"item_01203","0",
"item_01204","0",
"item_01205","000",
"item_01206","0101",
"item_01207","11",
"item_01208","11",
"item_01209","0",
"item_01210","11",
"item_01211","1",
"item_01212","1",
"item_01213","0",
"item_01214","1111",
"item_01215","1",
"item_01216","0",
"item_01217","111",
"item_01218","000",
"item_01219","101",
"item_01220","11",
"item_01221","11",
"item_01222","0",
"item_01223","011",
"item_01224","11",
"item_01225","1",
"item_01226","11",
"item_01227","1",
"item_01228","0",
"item_01229","0",
"item_01230","11",
"item_01231","111",
"item_01232","000",
"item_01233","0000",
"item_01234","000",
"item_01235","110",
"item_01236","110",
"item_01237","111",
"item_01238","0",
"item_01239","1010",
"item_01240","000",
"item_01241","0",
"item_01242","1",
"item_01243","0010",
"item_01244","0",
"item_01245","0",
"item_01246","1010",
"item_01247","111",
"item_01248","0000",
"item_01249","0010",
"item_01250","1110",
"item_01251","0000",
"item_01252","0",
"item_01253","111",
"item_01254","11",
"item_01255","11",
"item_01256","0101",
"item_01257","1111",
"item_01258","0",
"item_01259","11",
"item_01260","111",
"item_01261","110",
"item_01262","01",
"item_01263","000",
"item_01264","1",
"item_01265","111",
"item_01266","1101",
"item_01267","0010",
"item_01268","11",
"item_01269","0",
"item_01270","0",
"item_01271","101",
"item_01272","110",
"item_01273","111",
"item_01274","11",
"item_01275","010",
"item_01276","11",
"item_01277","010",
"item_01278","110",
"item_01279","1",
"item_01280","0111",
"item_01281","0",
"item_01282","10",
"item_01283","0010",
"item_01284","0",
"item_01285","11",
"item_01286","11",
"item_01287","110",
"item_01288","11",
"item_01289","1010",
"item_01290","11",
"item_01291","0",
"item_01292","110",
"item_01293","11",
"item_01294","100",
"item_01295","101",
"item_01296","0010",
"item_01297","11",
"item_01298","111",
"item_01299","0",
"item_01300","0",
"item_01301","000",
"item_01302","0",
"item_01303","0000",
"item_01304","110",
"item_01305","1000",
"item_01306","1111",
"item_01307","0",
"item_01308","0",
"item_01309","1010",
"item_01310","0",
"item_01311","111",
"item_01312","11",
"item_01313","11",
"item_01314","0",
"item_01315","11",
"item_01316","0010",
"item_01317","0",
"item_01318","111",
"item_01319","11",
"item_01320","0110",
"item_01321","010",
"item_01322","0011",
"item_01323","011",
"item_01324","11",
"item_01325","0",
"item_01326","11",
"item_01327","11",
"item_01328","0001",
"item_01329","0010",
"item_01330","110",
"item_01331","101",
"item_01332","0010",
"item_01333","11",
"item_01334","0111",
"item_01335","11",
"item_01336","11",
"item_01337","111",
"item_01338","11",
"item_01339","0",
"item_01340","11",
"item_01341","110",
"item_01342","111",
"item_01343","011",
"item_01344","000",
"item_01345","0",
"item_01346","10",
"item_01347","101",
"item_01348","0000",
"item_01349","11",
"item_01350","0",
"item_01351","100",
"item_01352","0",
"item_01353","11",
"item_01354","0010",
"item_01355","110",
"item_01356","0000",
"item_01357","11",
"item_01358","1010",
"item_01359","11",
"item_01360","0",
"item_01361","110",
"item_01362","1111",
"item_01363","111",
"item_01364","10",
"item_01365","111",
"item_01366","0001",
"item_01367","111",
"item_01368","11",
"item_01369","1110",
"item_01370","1111",
"item_01371","001",
"item_01372","0",
"item_01373","01",
"item_01374","1001",
"item_01375","1001",
"item_01376","11",
"item_01377","11",
"item_01378","110",
"item_01379","111",
"item_01380","11",
"item_01381","0",
"item_01382","0",
"item_01383","111",
"item_01384","1100",
"item_01385","100",
"item_01386","000",
"item_01387","0011",
"item_01388","111",
"item_01389","0011",
"item_01390","1111",
"item_01391","10",
"item_01392","1",
"item_01393","1",
"item_01394","1000",
"item_01395","00",
"item_01396","1",
"item_01397","100",
"item_01398","0",
"item_01399","0",
"item_01400","110",
"item_01401","0000",
"item_01402","111",
"item_01403","0",
"item_01404","1101",
"item_01405","1",
"item_01406","101",
"item_01407","11",
"item_01408","100",
"item_01409","10",
"item_01410","0",
"item_01411","0",
"item_01412","0111",
"item_01413","11",
"item_01414","10",
"item_01415","1010",
"item_01416","0000",
"item_01417","0111",
"item_01418","0010",
"item_01419","100",
"item_01420","11",
"item_01421","0",
"item_01422","110",
"item_01423","11",
"item_01424","0",
"item_01425","1010",
"item_01426","1010",
"item_01427","11",
"item_01428","11",
"item_01429","0",
"item_01430","1",
"item_01431","0101",
"item_01432","111",
"item_01433","000",
"item_01434","0",
"item_01435","0",
"item_01436","11",
"item_01437","0",
"item_01438","110",
"item_01439","110",
"item_01440","0000",
"item_01441","0000",
"item_01442","0111",
"item_01443","010",
"item_01444","01",
"item_01445","0",
"item_01446","11",
"item_01447","111",
"item_01448","11",
"item_01449","11",
"item_01450","11",
"item_01451","1",
"item_01452","0111",
"item_01453","11",
"item_01454","101",
"item_01455","1",
"item_01456","1011",
"item_01457","0",
"item_01458","1011",
"item_01459","1111",
"item_01460","1010",
"item_01461","1010",
"item_01462","110",
"item_01463","1111",
"item_01464","0",
"item_01465","11",
"item_01466","0",
"item_01467","1011",
"item_01468","1110",
"item_01469","101",
"item_01470","1111",
"item_01471","11",
"item_01472","0000",
"item_01473","0",
"item_01474","0",
"item_01475","11",
"item_01476","111",
"item_01477","101",
"item_01478","11",
"item_01479","0",
"item_01480","1111",
"item_01481","000",
"item_01482","111",
"item_01483","11",
"item_01484","01",
"item_01485","11",
"item_01486","0110",
"item_01487","11",
"item_01488","1000",
"item_01489","0",
"item_01490","0",
"item_01491","11",
"item_01492","110",
"item_01493","0",
"item_01494","0",
"item_01495","1",
"item_01496","111",
"item_01497","10",
"item_01498","11",
"item_01499","0111",
"item_01500","0",
"item_01501","100",
"item_01502","101",
"item_01503","1011",
"item_01504","0",
"item_01505","0010",
"item_01506","1111",
"item_01507","01",
"item_01508","01",
