model,case_id,category,variance_wording,variance_seed,variance_interaction,variance_total,wording_disagreement,seed_disagreement,mean_accuracy,empirical_worst_accuracy,crossfit_worst_accuracy,all_wordings_accuracy,semantic_jsd,valid_diversity,valid_diversity_pairs,valid_diversity_wordings,censored_rate,black_rate,uncensored_accuracy
sd15,main_spatial_000,spatial,0.034830729166666664,0.0595703125,0.07194010416666667,0.16634114583333334,0.2847222222222222,0.30059523809523814,0.15625,0.0,0.04613095238095238,0.0,0.08103657698447607,,0,0,0.0,0.0,0.15625
sd15,main_spatial_008,spatial,0.013671875,0.13606770833333334,0.07486979166666667,0.224609375,0.2361111111111111,0.4821428571428571,0.0,0.0,0.0,0.0,0.0923020969969649,,0,0,0.0,0.0,0.0
sd15,main_spatial_011,spatial,0.0126953125,0.13639322916666666,0.07845052083333333,0.2275390625,0.24305555555555552,0.49107142857142855,0.25,0.125,0.25,0.125,0.08501089744797229,,0,0,0.0,0.0,0.25
sd15,main_spatial_017,spatial,0.016276041666666668,0.115234375,0.10872395833333333,0.240234375,0.3333333333333333,0.5119047619047619,0.1875,0.125,0.24702380952380953,0.0,0.09209110584140195,,0,0,0.0,0.0,0.1875
sdxl,main_color_binding_000,color_binding,0.01904296875,0.03857421875,0.07470703125,0.13232421875,0.25,0.2589285714285714,0.03125,0.0,0.03125,0.0,0.07104997581631708,,0,0,0.0,0.0,0.03125
sdxl,main_color_binding_003,color_binding,0.010498046875,0.032958984375,0.135986328125,0.179443359375,0.390625,0.38616071428571425,0.0,0.0,0.0,0.0,0.07219199867568066,,0,0,0.0,0.0,0.0
sdxl,main_color_binding_009,color_binding,0.023681640625,0.052001953125,0.083740234375,0.159423828125,0.2864583333333333,0.31026785714285715,0.03125,0.0,0.03125,0.0,0.0873047029480075,,0,0,0.0,0.0,0.03125
sdxl,main_color_binding_013,color_binding,0.020263671875,0.083740234375,0.094970703125,0.198974609375,0.30729166666666663,0.40848214285714285,0.0625,0.0,0.026785714285714284,0.0,0.10903611332635643,,0,0,0.0,0.0,0.0625
sdxl,main_count_010,count,0.0029296875,0.0302734375,0.0517578125,0.0849609375,0.14583333333333331,0.1875,0.09375,0.0,0.12351190476190474,0.0,0.011737704688153041,,0,0,0.0,0.0,0.09375
sdxl,main_count_016,count,0.0029296875,0.0146484375,0.0673828125,0.0849609375,0.1875,0.1875,0.09375,0.0,0.13839285714285712,0.0,0.011737704688153041,,0,0,0.0,0.0,0.09375
sdxl,main_count_020,count,0.0263671875,0.0302734375,0.0751953125,0.1318359375,0.2708333333333333,0.24107142857142855,0.15625,0.0,0.05208333333333333,0.0,0.0671561528135378,,0,0,0.0,0.0,0.15625
sdxl,main_count_022,count,0.0107421875,0.0302734375,0.0908203125,0.1318359375,0.2708333333333333,0.27678571428571425,0.15625,0.0,0.1413690476190476,0.0,0.03125884293210315,,0,0,0.0,0.0,0.15625
sdxl,main_existence_002,existence,0.01123046875,0.05224609375,0.05517578125,0.11865234375,0.17708333333333331,0.24553571428571427,0.71875,0.5,0.6538690476190475,0.375,0.053829350623893345,,0,0,0.0,0.0,0.71875
sdxl,main_existence_011,existence,0.00537109375,0.08544921875,0.04541015625,0.13623046875,0.13541666666666666,0.29910714285714285,0.75,0.625,0.761904761904762,0.5,0.03683755883881414,,0,0,0.0,0.0,0.75
sdxl,main_existence_013,existence,0.0068359375,0.0693359375,0.0556640625,0.1318359375,0.16666666666666666,0.2857142857142857,0.71875,0.5,0.6062500000000001,0.5,0.05540419030772106,,0,0,0.0,0.0,0.71875
sdxl,main_existence_023,existence,0.00390625,0.0625,0.04296875,0.109375,0.125,0.24107142857142855,0.84375,0.75,0.9032738095238095,0.625,0.029597499485493367,,0,0,0.0,0.0,0.84375
sdxl,main_spatial_000,spatial,0.006184895833333333,0.046549479166666664,0.048502604166666664,0.10123697916666667,0.14583333333333331,0.21726190476190474,0.03125,0.0,0.03125,0.0,0.023244376452935853,,0,0,0.0,0.0,0.03125
sdxl,main_spatial_008,spatial,0.024088541666666668,0.052734375,0.080078125,0.15690104166666666,0.2777777777777778,0.30357142857142855,0.03125,0.0,0.03125,0.0,0.08559333874184173,,0,0,0.0,0.0,0.03125
sdxl,main_spatial_011,spatial,0.015299479166666666,0.1806640625,0.044596354166666664,0.24055989583333334,0.1597222222222222,0.5148809523809523,0.34375,0.125,0.22767857142857142,0.125,0.04726652661970552,,0,0,0.0,0.0,0.34375
sdxl,main_spatial_017,spatial,0.0048828125,0.10774739583333333,0.10188802083333333,0.21451822916666666,0.2847222222222222,0.47916666666666663,0.03125,0.0,0.03125,0.0,0.05973678969152563,,0,0,0.0,0.0,0.03125
