model,case_id,category,variance_wording,variance_seed,variance_interaction,variance_total,wording_disagreement,seed_disagreement,mean_accuracy,empirical_worst_accuracy,crossfit_worst_accuracy,all_wordings_accuracy,semantic_jsd,valid_diversity,valid_diversity_pairs,valid_diversity_wordings,censored_rate,black_rate,uncensored_accuracy
pixart_sigma,main_spatial_000,spatial,0.0035807291666666665,0.049153645833333336,0.019856770833333332,0.07259114583333333,0.0625,0.15773809523809523,0.75,0.625,0.75,0.625,0.022576918800362823,,0,0,0.0,0.0,0.75
pixart_sigma,main_spatial_008,spatial,0.005859375,0.047526041666666664,0.061848958333333336,0.115234375,0.18055555555555558,0.25,0.65625,0.5,0.75,0.375,0.036922274186261796,,0,0,0.0,0.0,0.65625
pixart_sigma,main_spatial_011,spatial,0.001953125,0.025390625,0.039713541666666664,0.06705729166666667,0.1111111111111111,0.14880952380952378,0.75,0.625,0.625,0.5,0.014760151581709943,,0,0,0.0,0.0,0.75
pixart_sigma,main_spatial_017,spatial,0.0166015625,0.025716145833333332,0.06412760416666667,0.1064453125,0.2152777777777778,0.20535714285714285,0.65625,0.5,0.75,0.25,0.07291287653999476,,0,0,0.0,0.0,0.65625
sd15,main_color_binding_000,color_binding,0.021240234375,0.018310546875,0.101806640625,0.141357421875,0.328125,0.2745535714285714,0.0,0.0,0.0,0.0,0.10077195724663716,,0,0,0.0,0.0,0.0
sd15,main_color_binding_003,color_binding,0.04150390625,0.08447265625,0.08740234375,0.21337890625,0.34375,0.39285714285714285,0.28125,0.0,0.0,0.0,0.14590642942381424,,0,0,0.0625,0.0625,0.3
sd15,main_color_binding_009,color_binding,0.008056640625,0.073486328125,0.083740234375,0.165283203125,0.24479166666666666,0.359375,0.0625,0.0,0.0,0.0,0.09704093113729295,,0,0,0.0,0.0,0.0625
sd15,main_color_binding_013,color_binding,0.067138671875,0.048583984375,0.122314453125,0.238037109375,0.5052083333333333,0.390625,0.21875,0.125,0.125,0.0,0.16554782292343548,,0,0,0.0625,0.0625,0.23333333333333334
sd15,main_count_010,count,0.0029296875,0.0302734375,0.0517578125,0.0849609375,0.14583333333333331,0.1875,0.09375,0.0,0.125,0.0,0.011737704688153041,,0,0,0.0,0.0,0.09375
sd15,main_count_016,count,0.0078125,0.046875,0.1328125,0.1875,0.375,0.4107142857142857,0.25,0.125,0.125,0.0,0.015240620465310968,,0,0,0.0,0.0,0.25
sd15,main_count_020,count,0.03125,0.0625,0.09375,0.1875,0.3333333333333333,0.3571428571428571,0.25,0.0,0.25,0.0,0.06858034175636674,,0,0,0.0,0.0,0.25
sd15,main_count_022,count,0.0029296875,0.0615234375,0.1611328125,0.2255859375,0.4375,0.5089285714285714,0.34375,0.25,0.5,0.0,0.005026931162817792,,0,0,0.0,0.0,0.34375
sd15,main_existence_002,existence,0.03076171875,0.07958984375,0.09033203125,0.20068359375,0.32291666666666663,0.3883928571428571,0.40625,0.125,0.125,0.125,0.10325263648716321,,0,0,0.0,0.0,0.40625
sd15,main_existence_011,existence,0.001953125,0.013671875,0.013671875,0.029296875,0.041666666666666664,0.0625,0.9375,0.875,0.875,0.875,0.014085245625783548,,0,0,0.0,0.0,0.9375
sd15,main_existence_013,existence,0.0107421875,0.0380859375,0.0517578125,0.1005859375,0.16666666666666666,0.20535714285714285,0.75,0.625,0.625,0.5,0.04788210400302887,,0,0,0.0,0.0,0.75
sd15,main_existence_023,existence,0.0029296875,0.0068359375,0.0205078125,0.0302734375,0.0625,0.0625,0.9375,0.875,1.0,0.75,0.02037597481047912,,0,0,0.0,0.0,0.9375
sd15,main_spatial_000,spatial,0.029296875,0.068359375,0.09049479166666667,0.18815104166666666,0.3194444444444444,0.36309523809523814,0.1875,0.0,0.25,0.0,0.0642132512891563,,0,0,0.0,0.0,0.1875
sd15,main_spatial_008,spatial,0.0087890625,0.1298828125,0.0615234375,0.2001953125,0.1875,0.4375,0.3125,0.25,0.5,0.125,0.04650103645095086,,0,0,0.0,0.0,0.3125
sd15,main_spatial_011,spatial,0.013671875,0.09440104166666667,0.09049479166666667,0.19856770833333334,0.2777777777777778,0.4226190476190476,0.34375,0.25,0.25,0.0,0.07800534306954558,,0,0,0.0,0.0,0.34375
sd15,main_spatial_017,spatial,0.013997395833333334,0.11165364583333333,0.0771484375,0.20279947916666666,0.24305555555555552,0.43154761904761896,0.34375,0.25,0.25,0.125,0.05759682920721357,,0,0,0.0,0.0,0.34375
sdxl,main_color_binding_000,color_binding,0.023193359375,0.076904296875,0.088134765625,0.188232421875,0.296875,0.37723214285714285,0.125,0.0,0.0,0.0,0.07652798315621225,,0,0,0.0,0.0,0.125
sdxl,main_color_binding_003,color_binding,0.004638671875,0.128662109375,0.098876953125,0.232177734375,0.27604166666666663,0.5200892857142857,0.21875,0.125,0.25,0.0,0.06339998731356317,,0,0,0.0,0.0,0.21875
sdxl,main_color_binding_009,color_binding,0.01904296875,0.06201171875,0.11376953125,0.19482421875,0.35416666666666663,0.40178571428571425,0.125,0.0,0.25,0.0,0.1209280162594839,,0,0,0.0,0.0,0.125
sdxl,main_color_binding_013,color_binding,0.0302734375,0.0830078125,0.1259765625,0.2392578125,0.41666666666666663,0.4776785714285714,0.125,0.0,0.0,0.0,0.13990446542042909,,0,0,0.0,0.0,0.125
sdxl,main_count_010,count,0.0107421875,0.0693359375,0.0908203125,0.1708984375,0.2708333333333333,0.36607142857142855,0.21875,0.125,0.375,0.0,0.02112407431456949,,0,0,0.0,0.0,0.21875
sdxl,main_count_016,count,0.0107421875,0.0537109375,0.1376953125,0.2021484375,0.3958333333333333,0.4375,0.28125,0.125,0.125,0.0,0.020634600308891433,,0,0,0.0,0.0,0.28125
sdxl,main_count_020,count,0.0263671875,0.0927734375,0.1064453125,0.2255859375,0.35416666666666663,0.45535714285714285,0.34375,0.125,0.125,0.125,0.045885383964551364,,0,0,0.0,0.0,0.34375
sdxl,main_count_022,count,0.0029296875,0.1474609375,0.0205078125,0.1708984375,0.0625,0.3839285714285714,0.21875,0.125,0.25,0.125,0.0064953531798519785,,0,0,0.0,0.0,0.21875
sdxl,main_existence_002,existence,0.04248046875,0.06005859375,0.07080078125,0.17333984375,0.3020833333333333,0.29910714285714285,0.59375,0.25,0.25,0.25,0.1354528314895668,,0,0,0.0,0.0,0.59375
sdxl,main_existence_011,existence,0.00732421875,0.11083984375,0.05908203125,0.17724609375,0.17708333333333331,0.3883928571428571,0.6875,0.5,0.875,0.375,0.05913551895385551,,0,0,0.0,0.0,0.6875
sdxl,main_existence_013,existence,0.00537109375,0.04638671875,0.06884765625,0.12060546875,0.19791666666666666,0.26339285714285715,0.71875,0.625,0.75,0.375,0.02882870095810657,,0,0,0.0,0.0,0.71875
sdxl,main_existence_023,existence,0.00537109375,0.06201171875,0.05322265625,0.12060546875,0.15625,0.26339285714285715,0.8125,0.75,0.875,0.5,0.03317260346262892,,0,0,0.0,0.0,0.8125
sdxl,main_spatial_000,spatial,0.025390625,0.064453125,0.07877604166666667,0.16861979166666666,0.2777777777777778,0.3273809523809524,0.125,0.0,0.125,0.0,0.10066673780139264,,0,0,0.0,0.0,0.125
sdxl,main_spatial_008,spatial,0.025390625,0.054036458333333336,0.083984375,0.16341145833333334,0.29166666666666663,0.31547619047619047,0.03125,0.0,0.0,0.0,0.08562573616625387,,0,0,0.0,0.0,0.03125
sdxl,main_spatial_011,spatial,0.005533854166666667,0.16048177083333334,0.06477864583333333,0.23079427083333334,0.1875,0.5148809523809524,0.40625,0.375,0.625,0.25,0.029738313007637966,,0,0,0.0,0.0,0.40625
sdxl,main_spatial_017,spatial,0.0087890625,0.1611328125,0.07194010416666667,0.24186197916666666,0.2152777777777778,0.5327380952380952,0.28125,0.125,0.125,0.125,0.04888820895915297,,0,0,0.0,0.0,0.28125
